County,State,Population,ALAND_SQMI,PopulationDensity,Temp
Cape Girardeau County,Missouri,"78,871",578.541,136,57.2417
Barton County,Missouri,"11,754",592.03,20,56.2667
Webster County,Missouri,"39,592",592.563,67,55.475
Miller County,Missouri,"25,619",592.602,43,56.875
Morgan County,Missouri,"20,627",597.635,35,55.0917
Jackson County,Missouri,"703,011",604.516,1163,54.2
Osage County,Missouri,"13,615",606.58,22,55.8
Lawrence County,Missouri,"38,355",611.738,63,56.475
Linn County,Missouri,"11,920",615.588,19,51.9833
Bollinger County,Missouri,"12,133",617.904,20,56.7583
Newton County,Missouri,"58,236",624.754,93,57.95
Lincoln County,Missouri,"59,013",626.57,94,54.25
Lafayette County,Missouri,"32,708",628.436,52,53.8583
Ripley County,Missouri,"13,288",629.531,21,58.1083
Taney County,Missouri,"55,928",632.371,88,57.4083
Polk County,Missouri,"32,149",635.527,51,56.2583
Jasper County,Missouri,"121,328",638.506,190,57.1167
Monroe County,Missouri,"8,644",647.658,13,53.15
Sullivan County,Missouri,"6,089",647.982,9,50.8583
Camden County,Missouri,"46,305",656.043,71,56.95
Jefferson County,Missouri,"225,081",656.467,343,56.3333
Pike County,Missouri,"18,302",670.439,27,53.35
Phelps County,Missouri,"44,573",671.787,66,55.9833
New Madrid County,Missouri,"17,076",674.858,25,59.3417
Greene County,Missouri,"293,086",675.327,434,56.325
Wright County,Missouri,"18,289",681.775,27,55.7083
Pettis County,Missouri,"42,339",682.225,62,54.2
Boone County,Missouri,"180,463",685.551,263,54.55
Audrain County,Missouri,"25,388",692.245,37,53.4667
Carroll County,Missouri,"8,679",694.622,12,53.0167
Butler County,Missouri,"42,478",694.67,61,58.525
Cass County,Missouri,"105,780",696.615,152,54.6583
Henry County,Missouri,"21,824",696.945,31,55.4417
Benton County,Missouri,"19,443",704.043,28,55.325
Harrison County,Missouri,"8,352",722.517,12,50.65
Crawford County,Missouri,"23,920",742.477,32,54.8
Ozark County,Missouri,"9,174",744.972,12,57.2083
Chariton County,Missouri,"7,426",751.178,10,53.375
Dent County,Missouri,"15,573",752.761,21,54.9
Saline County,Missouri,"22,761",755.493,30,54.025
Wayne County,Missouri,"12,873",759.186,17,56.9333
Washington County,Missouri,"24,730",759.866,33,55.075
Laclede County,Missouri,"35,723",764.63,47,56.6333
Barry County,Missouri,"35,789",778.075,46,56.9583
Oregon County,Missouri,"10,529",789.797,13,57.9333
Macon County,Missouri,"15,117",801.208,19,52.425
Reynolds County,Missouri,"6,270",808.477,8,55.6333
Douglas County,Missouri,"13,185",813.623,16,56.45
Stoddard County,Missouri,"29,025",823.218,35,58.6333
Vernon County,Missouri,"20,563",826.391,25,55.7583
Johnson County,Missouri,"54,062",829.26,65,54.5833
Callaway County,Missouri,"44,743",834.567,54,54.8167
Bates County,Missouri,"16,172",836.695,19,55.5083
Nodaway County,Missouri,"22,092",876.964,25,50.925
Franklin County,Missouri,"103,967",922.651,113,55.3
Howell County,Missouri,"40,117",927.248,43,57.0833
Shannon County,Missouri,"8,166",1003.821,8,56.7333
Texas County,Missouri,"25,398",1177.266,22,55.8583
St. Charles County,Missouri,"402,022",560.512,717,55.45
St. Louis city,Missouri,"300,576",61.744,4868,56.2333
Ste. Genevieve County,Missouri,"17,894",499.153,36,56.15
St. Clair County,Missouri,"9,397",674.981,14,55.8917
St. Louis County,Missouri,"994,205",507.44,1959,56.0083
St. Francois County,Missouri,"67,215",451.887,149,55.375
Silver Bow County,Montana,"34,915",717.983,49,38.4
Deer Lodge County,Montana,"9,140",736.683,12,37.2
Wibaux County,Montana,969,889.571,1,39.9833
Treasure County,Montana,696,977.801,1,42.6583
Golden Valley County,Montana,821,1174.423,1,40.9333
Broadwater County,Montana,"6,237",1192.359,5,40.4917
Mineral County,Montana,"4,397",1219.619,4,41.2833
Wheatland County,Montana,"2,126",1422.481,1,40.0917
Daniels County,Montana,"1,690",1426.016,1,36.5917
Liberty County,Montana,"2,337",1429.983,2,38.2167
Lake County,Montana,"30,458",1490.467,20,42.2833
Fallon County,Montana,"2,846",1620.595,2,40.6583
Pondera County,Montana,"5,911",1624.567,4,38.875
Petroleum County,Montana,487,1655.625,0,42.65
Jefferson County,Montana,"12,221",1656.863,7,39.4083
Sheridan County,Montana,"3,309",1675.808,2,37.5833
Granite County,Montana,"3,379",1727.162,2,38.2167
Prairie County,Montana,"1,077",1736.603,1,41.1833
Stillwater County,Montana,"9,642",1796.746,5,40.0083
Sweet Grass County,Montana,"3,737",1855.505,2,39.9
Musselshell County,Montana,"4,633",1868.958,2,42.1833
Judith Basin County,Montana,"2,007",1869.687,1,38.925
Toole County,Montana,"4,736",1915.016,2,38.95
Carbon County,Montana,"10,725",2047.705,5,40.4667
Richland County,Montana,"10,803",2084.556,5,39.8833
Teton County,Montana,"6,147",2271.603,3,39.0417
Powell County,Montana,"6,890",2326.042,3,38.2
Roosevelt County,Montana,"11,004",2354.602,5,38.7417
Dawson County,Montana,"8,613",2371.918,4,40.4167
Ravalli County,Montana,"43,806",2390.998,18,39.1833
Meagher County,Montana,"1,862",2391.868,1,38.15
Missoula County,Montana,"119,600",2593.009,46,40.1417
Gallatin County,Montana,"114,434",2605.015,44,37.8333
Yellowstone County,Montana,"161,300",2633.473,61,43.0417
McCone County,Montana,"1,664",2642.225,1,40.3
Cascade County,Montana,"81,366",2698.174,30,39.8417
Sanders County,Montana,"12,113",2760.401,4,41.6417
Park County,Montana,"16,606",2802.471,6,37.5333
Hill County,Montana,"16,484",2899.17,6,38.3083
Glacier County,Montana,"13,753",2994.946,5,37.275
Powder River County,Montana,"1,682",3298.196,1,42.6083
Carter County,Montana,"1,252",3340.477,0,41.2417
Lewis and Clark County,Montana,"69,432",3458.381,20,38.7417
Madison County,Montana,"8,600",3588.157,2,38.2
Lincoln County,Montana,"19,980",3612.535,6,41.1083
Custer County,Montana,"11,402",3783.309,3,42.3583
Chouteau County,Montana,"5,635",3972.538,1,40.2083
Blaine County,Montana,"6,681",4227.122,2,39.525
Fergus County,Montana,"11,050",4339.329,3,40.825
Garfield County,Montana,"1,258",4676.56,0,41.1333
Valley County,Montana,"7,396",4926.1,2,38.425
Big Horn County,Montana,"13,319",4997.815,3,42.5833
Rosebud County,Montana,"8,937",5008.135,2,42
Flathead County,Montana,"103,806",5087.198,20,38.8833
Phillips County,Montana,"3,954",5140.478,1,39.8083
Beaverhead County,Montana,"9,453",5542.687,2,36.775
Sarpy County,Nebraska,"187,196",238.152,786,50.0917
Dakota County,Nebraska,"20,026",264.273,76,46.7
Douglas County,Nebraska,"571,327",326.411,1750,49.8833
Johnson County,Nebraska,"5,071",376.073,13,50.4083
Washington County,Nebraska,"20,729",389.957,53,49.1167
Thurston County,Nebraska,"7,224",393.584,18,46.9417
Nemaha County,Nebraska,"6,972",407.377,17,51
Colfax County,Nebraska,"10,709",411.647,26,48.325
Stanton County,Nebraska,"5,920",427.608,14,47.2083
Pawnee County,Nebraska,"2,613",431.075,6,50.7917
Polk County,Nebraska,"5,213",438.346,12,49.2167
Deuel County,Nebraska,"1,794",439.851,4,47.5083
Nance County,Nebraska,"3,519",441.598,8,48.6083
Wayne County,Nebraska,"9,385",442.916,21,46.35
Gosper County,Nebraska,"1,990",458.155,4,49.1167
Dixon County,Nebraska,"5,636",476.11,12,45.9833
Merrick County,Nebraska,"7,755",485.852,16,49.35
Burt County,Nebraska,"6,459",491.586,13,48.0083
Kearney County,Nebraska,"6,495",516.243,13,49.325
Dodge County,Nebraska,"36,565",529.064,69,48.6417
Phelps County,Nebraska,"9,034",539.79,17,49.0583
Boyd County,Nebraska,"1,919",539.935,4,46.1167
Hamilton County,Nebraska,"9,324",541.898,17,49.6167
Hall County,Nebraska,"61,353",546.391,112,49.2
Richardson County,Nebraska,"7,865",551.841,14,51.8083
Harlan County,Nebraska,"3,380",553.466,6,50.4917
Cass County,Nebraska,"26,248",557.353,47,49.975
Adams County,Nebraska,"31,363",563.274,56,49.7333
Loup County,Nebraska,664,563.521,1,46.4
Sherman County,Nebraska,"3,001",565.829,5,48.2667
Valley County,Nebraska,"4,158",568.112,7,47.3583
Garfield County,Nebraska,"1,969",569.33,3,46.5333
Howard County,Nebraska,"6,445",569.338,11,48.6667
Greeley County,Nebraska,"2,356",569.811,4,47.375
Jefferson County,Nebraska,"7,046",570.171,12,50.85
Cuming County,Nebraska,"8,846",570.525,16,47.3
Logan County,Nebraska,748,570.661,1,46.6417
Seward County,Nebraska,"17,284",571.43,30,49.3667
Clay County,Nebraska,"6,203",572.289,11,49.9917
York County,Nebraska,"13,679",572.51,24,49.4917
Madison County,Nebraska,"35,099",572.622,61,47.1417
Pierce County,Nebraska,"7,148",573.249,12,46.3417
Thayer County,Nebraska,"5,003",573.807,9,50.8667
Saline County,Nebraska,"14,224",574.061,25,49.875
Webster County,Nebraska,"3,487",574.913,6,50.525
Nuckolls County,Nebraska,"4,148",575.155,7,50.7833
Wheeler County,Nebraska,783,575.183,1,46.775
Fillmore County,Nebraska,"5,462",575.371,9,49.9583
Franklin County,Nebraska,"2,979",575.816,5,50.5667
Butler County,Nebraska,"8,016",584.901,14,48.8833
Otoe County,Nebraska,"16,012",615.664,26,50.175
Platte County,Nebraska,"33,470",674.1,50,48.2667
Boone County,Nebraska,"5,192",686.554,8,47.3583
Hitchcock County,Nebraska,"2,762",709.943,4,50.2583
Blaine County,Nebraska,465,710.688,1,46.6083
Thomas County,Nebraska,722,712.9,1,46.35
Hayes County,Nebraska,922,713.062,1,49.1167
Arthur County,Nebraska,463,715.355,1,46.55
Red Willow County,Nebraska,"10,724",717.006,15,50.55
Furnas County,Nebraska,"4,676",719.132,7,50.2167
Hooker County,Nebraska,682,721.16,1,45.4083
Scotts Bluff County,Nebraska,"35,618",739.416,48,46.775
Cedar County,Nebraska,"8,402",740.243,11,45.9333
Banner County,Nebraska,745,746.211,1,45.9917
Saunders County,Nebraska,"21,578",749.29,29,49.675
Keya Paha County,Nebraska,806,773.076,1,45.8917
Grant County,Nebraska,623,776.869,1,45.275
Lancaster County,Nebraska,"319,090",837.56,381,50.1917
Gage County,Nebraska,"21,513",851.462,25,50.5
Antelope County,Nebraska,"6,298",857.157,7,46.4
McPherson County,Nebraska,494,858.974,1,46.4333
Perkins County,Nebraska,"2,891",883.335,3,48.3333
Chase County,Nebraska,"3,924",894.419,4,49.3583
Dundy County,Nebraska,"1,693",919.678,2,50.2333
Kimball County,Nebraska,"3,632",951.846,4,45.4583
Buffalo County,Nebraska,"49,659",968.22,51,48.6333
Frontier County,Nebraska,"2,627",974.631,3,49.4583
Rock County,Nebraska,"1,357",1008.293,1,45.8167
Dawson County,Nebraska,"23,595",1013.089,23,48.4
Keith County,Nebraska,"8,034",1061.6,8,48
Box Butte County,Nebraska,"10,783",1075.293,10,44.9083
Knox County,Nebraska,"8,332",1108.443,8,46.2667
Cheyenne County,Nebraska,"8,910",1196.287,7,47.025
Brown County,Nebraska,"2,955",1221.356,2,46.3583
Dawes County,Nebraska,"8,589",1396.484,6,45.1333
Morrill County,Nebraska,"4,642",1423.837,3,46.5667
Garden County,Nebraska,"1,837",1705.446,1,46.3
Sioux County,Nebraska,"1,166",2066.699,1,43.975
Holt County,Nebraska,"10,067",2412.397,4,45.7833
Sheridan County,Nebraska,"5,246",2440.96,2,44.7
Lincoln County,Nebraska,"34,914",2564.133,14,47.95
Custer County,Nebraska,"10,777",2575.594,4,47.125
Cherry County,Nebraska,"5,689",5960.208,1,45.4083
Carson City,Nevada,"55,916",144.661,387,49.3667
Storey County,Nevada,"4,123",263.971,16,50.075
Douglas County,Nevada,"48,905",709.722,69,48.0917
Lyon County,Nevada,"57,510",2001.234,29,50.5583
Esmeralda County,Nevada,873,3581.889,0,52.6667
Mineral County,Nevada,"4,505",3752.842,1,50.25
Eureka County,Nevada,"2,029",4175.688,0,45.4
Churchill County,Nevada,"24,909",4950.519,5,50.7667
Lander County,Nevada,"5,532",5519.247,1,47.4917
Pershing County,Nevada,"6,725",6036.589,1,50.0167
Washoe County,Nevada,"471,519",6316.16,75,48.3917
Clark County,Nevada,"2,266,715",7891.649,287,63.5083
White Pine County,Nevada,"9,580",8886.665,1,45.05
Humboldt County,Nevada,"16,831",9640.791,2,48.5417
Lincoln County,Nevada,"5,183",10633.386,0,53.8333
Elko County,Nevada,"52,778",17173.446,3,44.3417
Nye County,Nevada,"46,523",18181.914,3,51.3583
Sullivan County,New Hampshire,"43,146",537.544,80,43.6
Coos County,New Hampshire,"31,563",1794.573,18,38.925
Grafton County,New Hampshire,"89,886",1708.6,53,41.6333
Merrimack County,New Hampshire,"151,391",932.882,162,45.1833
Hillsborough County,New Hampshire,"417,025",876.528,476,46.8833
Carroll County,New Hampshire,"48,910",931.862,52,42.7667
Strafford County,New Hampshire,"130,633",367.471,355,45.575
Cheshire County,New Hampshire,"76,085",706.709,108,45.2917
Belknap County,New Hampshire,"61,303",401.844,153,44.5083
Rockingham County,New Hampshire,"309,769",695.386,445,47.3667
Hudson County,New Jersey,"672,391",46.194,14556,56.8
Morris County,New Jersey,"491,845",460.959,1067,53.6
Warren County,New Jersey,"105,267",356.536,295,53.9
Monmouth County,New Jersey,"618,795",468.182,1322,56.4
Cumberland County,New Jersey,"149,527",483.361,309,56
Ocean County,New Jersey,"607,186",628.338,966,57.1
Atlantic County,New Jersey,"263,670",555.515,475,57.2
Cape May County,New Jersey,"92,039",251.483,366,56.7
Salem County,New Jersey,"62,385",331.862,188,56.4
Essex County,New Jersey,"798,975",126.085,6337,56.7
Mercer County,New Jersey,"367,430",224.44,1637,55.2
Hunterdon County,New Jersey,"124,371",427.831,291,53.8
Passaic County,New Jersey,"501,826",186.011,2698,55.5
Bergen County,New Jersey,"932,202",232.785,4005,55.6
Sussex County,New Jersey,"140,488",518.753,271,51.9
Somerset County,New Jersey,"328,934",301.866,1090,54.4
Middlesex County,New Jersey,"825,062",309.215,2668,55.6
Camden County,New Jersey,"506,471",221.35,2288,55.6
Burlington County,New Jersey,"445,349",799.292,557,55.6
Gloucester County,New Jersey,"291,636",321.977,906,55.4
Union County,New Jersey,"556,341",102.766,5414,56.7
Dona Ana County,New Mexico,"218,195",3808.189,57,62.5083
Bernalillo County,New Mexico,"679,121",1161.258,585,53.7
Quay County,New Mexico,"8,253",2873.955,3,57.95
San Juan County,New Mexico,"123,958",5517.204,22,51.475
Curry County,New Mexico,"48,954",1405.513,35,57.875
Taos County,New Mexico,"32,723",2202.373,15,43.4583
Grant County,New Mexico,"26,998",3961.206,7,56.75
Union County,New Mexico,"4,059",3825.063,1,52.1083
Santa Fe County,New Mexico,"150,358",1910.378,79,49.475
McKinley County,New Mexico,"71,367",5450.679,13,49.1333
Sandoval County,New Mexico,"146,748",3710.111,40,50.225
Guadalupe County,New Mexico,"4,300",3029.772,1,55.8167
Luna County,New Mexico,"23,709",2965.179,8,61.5083
Sierra County,New Mexico,"10,791",4181.196,3,58.6083
Chaves County,New Mexico,"64,615",6067.174,11,60.9917
Otero County,New Mexico,"67,490",6612.562,10,58.5333
Valencia County,New Mexico,"76,688",1066.744,72,55.55
De Baca County,New Mexico,"1,748",2323.107,1,59.3167
Lincoln County,New Mexico,"19,572",4831.115,4,55.3583
Torrance County,New Mexico,"15,461",3345.213,5,51.3667
Hidalgo County,New Mexico,"4,198",3438.534,1,60.5667
Mora County,New Mexico,"4,521",1926.249,2,48.4833
Eddy County,New Mexico,"58,460",4176.345,14,63.1833
Colfax County,New Mexico,"11,941",3757.975,3,47.025
San Miguel County,New Mexico,"27,277",4721.515,6,53.325
Harding County,New Mexico,625,2125.478,0,54.65
Roosevelt County,New Mexico,"18,500",2446.051,8,58.65
Rio Arriba County,New Mexico,"38,921",5860.873,7,45.5917
Catron County,New Mexico,"3,527",6924.186,1,48.85
Cibola County,New Mexico,"26,675",4539.984,6,49.0167
Socorro County,New Mexico,"16,637",6646.387,3,54.7417
Lea County,New Mexico,"71,070",4391.47,16,61.2167
Los Alamos County,New Mexico,"19,369",109.206,177,46.9083
Wayne County,New York,"89,918",603.83,149,46.3667
Steuben County,New York,"95,379",1390.555,69,46.1667
Erie County,New York,"918,702",1042.726,881,47.05
Orange County,New York,"384,940",812.315,474,49.8
Genesee County,New York,"57,280",492.939,116,46.4417
Dutchess County,New York,"294,218",795.649,370,49.7583
Delaware County,New York,"44,135",1442.423,31,44.425
Allegany County,New York,"46,091",1029.36,45,45.95
Cortland County,New York,"47,581",498.773,95,44.4917
Sullivan County,New York,"75,432",968.137,78,46.6583
Albany County,New York,"305,506",522.829,584,47.1583
Westchester County,New York,"967,506",430.589,2247,52.5083
New York County,New York,"1,628,706",22.661,71873,55.3583
Jefferson County,New York,"109,834",1268.702,87,44.0917
Rensselaer County,New York,"158,714",652.456,243,46.9667
Monroe County,New York,"741,770",656.868,1129,47.4083
Fulton County,New York,"53,383",495.46,108,44.0167
Oswego County,New York,"117,124",951.646,123,45.525
Ontario County,New York,"109,777",644.05,170,46.725
Putnam County,New York,"98,320",230.327,427,50.5
Oneida County,New York,"228,671",1212.331,189,44.4833
Nassau County,New York,"1,356,924",284.633,4767,54.25
Madison County,New York,"70,941",654.848,108,44.8
Chautauqua County,New York,"126,903",1060.255,120,47.2833
Cattaraugus County,New York,"76,117",1308.278,58,45.9
Schuyler County,New York,"17,807",328.343,54,46.3333
Essex County,New York,"36,885",1794.118,21,40.6
Montgomery County,New York,"49,221",403.117,122,46.025
Otsego County,New York,"59,493",1001.737,59,44.0417
Greene County,New York,"47,188",647.161,73,45.7583
Washington County,New York,"61,204",831.167,74,45.6083
Schenectady County,New York,"155,299",204.581,759,46.7667
Columbia County,New York,"59,461",634.663,94,48.1917
Herkimer County,New York,"61,319",1411.541,43,42
Chenango County,New York,"47,207",893.593,53,45.0417
Kings County,New York,"2,559,903",69.371,36902,55.45
Richmond County,New York,"476,143",57.52,8278,55.5833
Rockland County,New York,"325,789",173.444,1878,52.1333
Lewis County,New York,"26,296",1274.642,21,41.8833
Niagara County,New York,"209,281",522.353,401,47.2583
Cayuga County,New York,"76,576",691.583,111,46.05
Seneca County,New York,"34,016",323.709,105,46.9417
Ulster County,New York,"177,573",1124.236,158,47.4417
Schoharie County,New York,"30,999",621.819,50,44.475
Onondaga County,New York,"460,528",778.387,592,46.2
Warren County,New York,"63,944",867.217,74,42.9417
Suffolk County,New York,"1,476,601",911.807,1619,52.6333
Orleans County,New York,"40,352",391.263,103,46.775
Tompkins County,New York,"102,180",474.641,215,45.7083
Chemung County,New York,"83,456",407.353,205,47.0667
Wyoming County,New York,"39,859",592.752,67,45.5583
Yates County,New York,"24,913",338.149,74,46.725
Saratoga County,New York,"229,863",809.996,284,45.875
Queens County,New York,"2,253,858",108.778,20720,54.925
Broome County,New York,"190,488",705.819,270,46.1333
Bronx County,New York,"1,418,207",42.05,33727,55.0417
Hamilton County,New York,"4,416",1717.378,3,40.05
Franklin County,New York,"50,022",1629.214,31,40.8417
Clinton County,New York,"80,485",1037.757,78,42.4083
Livingston County,New York,"62,914",631.762,100,47.1833
Tioga County,New York,"48,203",518.61,93,46.4
St. Lawrence County,New York,"107,740",2679.502,40,42.375
Catawba County,North Carolina,"159,551",401.373,398,60.6083
Harnett County,North Carolina,"135,976",595.022,229,63.2833
Haywood County,North Carolina,"62,317",553.56,113,52.9333
Wayne County,North Carolina,"123,131",553.919,222,63.4
Perquimans County,North Carolina,"13,463",247.171,54,62.7833
Stokes County,North Carolina,"45,591",449.014,102,59.5167
Montgomery County,North Carolina,"27,173",491.537,55,62.9333
Avery County,North Carolina,"17,557",247.338,71,52.2583
Lee County,North Carolina,"61,779",255.062,242,62.55
Currituck County,North Carolina,"27,763",261.912,106,62.6583
Edgecombe County,North Carolina,"51,472",505.433,102,62.2083
Anson County,North Carolina,"24,446",531.461,46,63.9
Tyrrell County,North Carolina,"4,016",390.776,10,63.8417
Northampton County,North Carolina,"19,483",536.677,36,61.3167
Greene County,North Carolina,"21,069",266.735,79,63.3417
Columbus County,North Carolina,"55,508",938.121,59,64.5
Johnston County,North Carolina,"209,339",791.221,265,63.05
Halifax County,North Carolina,"50,010",723.738,69,61.4583
Cleveland County,North Carolina,"97,947",464.215,211,61.0083
Richmond County,North Carolina,"44,829",473.689,95,64.0417
Yancey County,North Carolina,"18,069",312.592,58,53.225
Lenoir County,North Carolina,"55,949",399.087,140,63.7
Bladen County,North Carolina,"32,722",874.864,37,64.1167
Polk County,North Carolina,"20,724",237.687,87,60.5417
Caldwell County,North Carolina,"82,178",471.891,174,58.9083
Davie County,North Carolina,"42,846",263.694,162,60.1833
Alleghany County,North Carolina,"11,137",234.418,48,53.725
Surry County,North Carolina,"71,783",533.742,134,58.5417
Transylvania County,North Carolina,"34,385",378.353,91,56.1417
Rockingham County,North Carolina,"91,010",565.639,161,59.9
Jackson County,North Carolina,"43,938",491.107,89,54.3667
Vance County,North Carolina,"44,535",252.4,176,60.5667
Wilkes County,North Carolina,"68,412",754.54,91,58.6
Craven County,North Carolina,"102,139",706.573,145,64.3833
Gaston County,North Carolina,"224,529",355.749,631,62.4
Hoke County,North Carolina,"55,234",390.124,142,63.9083
Chowan County,North Carolina,"13,943",172.657,81,63.05
Stanly County,North Carolina,"62,806",395.133,159,62.8
Forsyth County,North Carolina,"382,295",407.809,937,60.0333
Buncombe County,North Carolina,"261,191",656.497,398,55.8917
Watauga County,North Carolina,"56,177",312.44,180,52.75
Pitt County,North Carolina,"180,742",652.37,277,63.35
Hertford County,North Carolina,"23,677",353.164,67,61.6833
Wilson County,North Carolina,"81,801",367.549,223,62.6167
Cherokee County,North Carolina,"28,612",455.541,63,57.8917
Davidson County,North Carolina,"167,609",553.179,303,60.5917
Duplin County,North Carolina,"58,741",814.759,72,63.55
Mecklenburg County,North Carolina,"1,110,356",523.581,2121,62.6083
Sampson County,North Carolina,"63,531",945.702,67,63.4833
Henderson County,North Carolina,"117,417",372.943,315,57.025
Guilford County,North Carolina,"537,174",645.925,832,60.325
Granville County,North Carolina,"60,443",531.991,114,60.2583
Pender County,North Carolina,"63,060",871.296,72,64.6
Moore County,North Carolina,"100,880",697.677,145,63.075
Dare County,North Carolina,"37,009",383.229,97,64.0417
Beaufort County,North Carolina,"46,994",832.092,56,63.9083
Martin County,North Carolina,"22,440",456.425,49,62.925
Swain County,North Carolina,"14,271",527.728,27,53.7917
Cumberland County,North Carolina,"335,509",652.563,514,64.05
Pasquotank County,North Carolina,"39,824",226.88,176,62.6417
Iredell County,North Carolina,"181,806",574.296,317,60.45
Graham County,North Carolina,"8,441",291.966,29,55.8333
Madison County,North Carolina,"21,755",449.615,48,56.5333
Camden County,North Carolina,"10,867",240.329,45,62.4167
Clay County,North Carolina,"11,231",214.983,52,56.825
Franklin County,North Carolina,"69,685",491.8,142,61.2083
Wake County,North Carolina,"1,111,761",834.829,1332,61.875
Brunswick County,North Carolina,"142,820",849.193,168,65.1083
Warren County,North Carolina,"19,731",429.391,46,60.9
Robeson County,North Carolina,"130,625",947.277,138,64.6417
Jones County,North Carolina,"9,419",471.368,20,64.125
Burke County,North Carolina,"90,485",506.237,179,59.3833
Macon County,North Carolina,"35,858",515.579,70,55.7083
Rowan County,North Carolina,"142,088",511.48,278,60.8833
Randolph County,North Carolina,"143,667",782.332,184,61.2
McDowell County,North Carolina,"45,756",439.955,104,58.8917
Washington County,North Carolina,"11,580",346.51,33,63.3833
Alamance County,North Carolina,"169,509",423.445,400,60.575
New Hanover County,North Carolina,"234,473",192.251,1220,65.4083
Onslow County,North Carolina,"197,938",762.071,260,64.7667
Gates County,North Carolina,"11,562",340.612,34,61.7833
Rutherford County,North Carolina,"67,029",565.437,119,60.775
Hyde County,North Carolina,"4,937",612.345,8,64.6
Nash County,North Carolina,"94,298",540.444,174,61.6
Orange County,North Carolina,"148,476",397.559,373,60.4
Chatham County,North Carolina,"74,470",681.721,109,61.6917
Person County,North Carolina,"39,490",392.334,101,59.6167
Caswell County,North Carolina,"22,604",425.367,53,59.8667
Carteret County,North Carolina,"69,473",507.603,137,65.4417
Lincoln County,North Carolina,"86,111",295.843,291,61.4083
Alexander County,North Carolina,"37,497",259.985,144,59.4583
Ashe County,North Carolina,"27,203",425.072,64,52.325
Union County,North Carolina,"239,859",632.723,379,63.1
Bertie County,North Carolina,"18,947",699.176,27,62.4833
Pamlico County,North Carolina,"12,726",336.506,38,64.7083
Cabarrus County,North Carolina,"216,453",361.257,599,61.9917
Mitchell County,North Carolina,"14,964",221.251,68,53.4167
Yadkin County,North Carolina,"37,667",334.942,112,59.6167
Durham County,North Carolina,"321,488",286.486,1122,60.7917
Scotland County,North Carolina,"34,823",319.141,109,64.4667
Sioux County,North Dakota,"4,230",1094.052,4,39.4
Adams County,North Dakota,"2,216",987.547,2,39.175
McHenry County,North Dakota,"5,745",1873.942,3,37.65
Benson County,North Dakota,"6,832",1388.555,5,36.7333
Renville County,North Dakota,"2,327",877.264,3,37.2667
Steele County,North Dakota,"1,890",712.143,3,36.5333
Hettinger County,North Dakota,"2,499",1132.239,2,38.9083
Morton County,North Dakota,"31,364",1925.888,16,38.975
McIntosh County,North Dakota,"2,497",974.563,3,37.4667
Barnes County,North Dakota,"10,415",1491.558,7,37.9917
Pierce County,North Dakota,"3,975",1018.285,4,36.5917
Slope County,North Dakota,750,1215.264,1,39.9417
Grant County,North Dakota,"2,274",1659.233,1,39.1
Burleigh County,North Dakota,"95,626",1632.694,59,38.4667
Burke County,North Dakota,"2,115",1103.549,2,36.325
Bottineau County,North Dakota,"6,282",1668.377,4,36.6333
Stark County,North Dakota,"31,489",1334.913,24,39.1667
Nelson County,North Dakota,"2,879",981.815,3,36.2917
Dunn County,North Dakota,"4,424",2008.492,2,39.175
Cavalier County,North Dakota,"3,762",1489.054,3,35.4833
Mountrail County,North Dakota,"10,545",1825.259,6,37.4083
Rolette County,North Dakota,"14,176",902.891,16,35.6583
Ward County,North Dakota,"67,641",2012.93,34,37.8333
Sheridan County,North Dakota,"1,315",972.226,1,38.0333
Ramsey County,North Dakota,"11,519",1185.38,10,36.3417
Pembina County,North Dakota,"6,801",1118.678,6,37.225
Sargent County,North Dakota,"3,898",858.483,5,38.8083
Logan County,North Dakota,"1,850",992.599,2,37.6583
Oliver County,North Dakota,"1,959",722.404,3,38.55
Dickey County,North Dakota,"4,872",1131.493,4,38.7333
Billings County,North Dakota,928,1148.488,1,39.6583
Emmons County,North Dakota,"3,241",1510.003,2,38.7833
Bowman County,North Dakota,"3,024",1161.809,3,39.9333
Eddy County,North Dakota,"2,287",630.239,4,36.9333
McLean County,North Dakota,"9,450",2110.259,4,38.525
Kidder County,North Dakota,"2,480",1351.062,2,37.4917
Cass County,North Dakota,"181,923",1764.934,103,38.6583
Golden Valley County,North Dakota,"1,761",1000.885,2,39.6583
Traill County,North Dakota,"8,036",861.871,9,37.5917
LaMoure County,North Dakota,"4,046",1146.005,4,38.5
Foster County,North Dakota,"3,210",634.08,5,36.9583
Wells County,North Dakota,"3,834",1270.533,3,36.8583
Richland County,North Dakota,"16,177",1435.674,11,39.6667
Williams County,North Dakota,"37,589",2077.596,18,38.2667
Divide County,North Dakota,"2,264",1260.878,2,37.1417
Mercer County,North Dakota,"8,187",1042.781,8,39.025
Griggs County,North Dakota,"2,231",708.655,3,36.775
Towner County,North Dakota,"2,189",1024.909,2,35.9917
Walsh County,North Dakota,"10,641",1281.607,8,36.9667
Grand Forks County,North Dakota,"69,451",1436.225,48,37.2917
McKenzie County,North Dakota,"15,024",2760.134,5,39.275
Stutsman County,North Dakota,"20,704",2221.904,9,37.7333
Ransom County,North Dakota,"5,218",862.472,6,38.7667
Lake County,Ohio,"230,149",229.27,1004,51.0583
Erie County,Ohio,"74,266",251.379,295,51.5167
Ottawa County,Ohio,"40,525",254.714,159,51.6917
