Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
SC-003,Aiken County,47.8,54.4,55.9,65.6,77,78,82.5,81.6,79.6,69.3,51.8,51
SC-005,Allendale County,48.6,55.6,56.4,64.8,76.7,78.2,81.9,81.3,79.1,70,52.4,52
SC-007,Anderson County,44,50.2,52.1,62.5,73.7,75.4,80.3,79.2,78.2,66.8,49.5,48.7
SC-009,Bamberg County,48.2,54.7,55.8,64.7,76.5,77.8,81.9,81.2,78.9,69.5,51.5,51.3
SC-011,Barnwell County,48.4,55,56.1,65.2,76.9,78.1,82.3,81.5,79.4,69.8,52,51.3
SC-013,Beaufort County,51.5,58.9,58.9,66.4,78.5,80.3,83.1,82.4,80.6,73.1,55.5,55.4
SC-015,Berkeley County,49.9,56.1,56.8,65.2,77,78.7,82.4,81.9,78.6,70.4,53.3,53.2
SC-017,Calhoun County,48,54.1,55.8,65.3,76.3,77.4,82.1,81.4,79.6,69.6,51.5,51.2
SC-019,Charleston County,50.7,57.2,57.5,65.2,77,78.9,82.2,81.6,79,71.4,54.6,54.6
SC-021,Cherokee County,41.9,48.6,49.7,61.6,71.9,74.7,79.6,77.9,76.5,65.5,47.9,46.5
SC-023,Chester County,43.9,49.9,51,62.5,73.4,75.5,80.1,78.6,77.3,66.5,48.3,47.4
SC-025,Chesterfield County,45.5,51,52.2,63.6,75,77.5,82.1,80,78,67.7,49.6,48.4
SC-027,Clarendon County,48.5,54.4,55.4,64.8,76,77.6,82,81.1,78.5,69,51.5,51.5
SC-029,Colleton County,49.1,56.7,57.1,65.1,77,78.7,81.9,81.3,79,70.6,53.2,53.5
SC-031,Darlington County,46.7,52.6,53.6,64.6,76.1,78.8,82.6,80.9,78.5,68.7,50.6,50
SC-033,Dillon County,46.9,52.7,53.7,65,76.2,78.7,82.8,80.7,78.2,68.4,50.8,50.4
SC-035,Dorchester County,49.4,56.5,57.1,65.2,77.1,78.7,82.2,81.6,79,70.5,53.3,53.3
SC-037,Edgefield County,46.7,53.1,54.9,64.4,76.1,77.2,82,80.8,78.5,68.3,51.2,50.1
SC-039,Fairfield County,44.7,50.7,52.3,63.1,74.5,76,80.7,79.5,77.9,67.1,49.3,48.2
SC-041,Florence County,47.8,53.9,54.8,65.1,76.3,79.2,82.4,81,78.3,68.9,51.5,51.5
SC-043,Georgetown County,48.9,54.4,55.1,63.6,75.1,77.5,81,80.4,77.3,69.3,52.5,52
SC-045,Greenville County,42.8,49.6,50.5,61.6,72.7,74.2,79.1,77.5,77.2,65.6,48.8,47.3
SC-047,Greenwood County,45.1,50.9,53,63.4,74.8,76,81.1,79.7,77.9,67.4,49.9,48.8
SC-049,Hampton County,49,56.5,56.8,64.7,76.8,78.6,81.8,81.1,78.9,70.2,52.8,52.8
SC-051,Horry County,48,53.7,54.6,63.8,74.9,78.2,81,79.9,76.7,68.6,51.9,51.1
SC-053,Jasper County,50.6,58.3,58.4,65.8,77.8,79.7,82.5,81.8,79.8,71.8,54.4,54.5
SC-055,Kershaw County,45.1,51.3,52.5,63.3,75,76.8,81.3,79.9,78.2,67.6,49.7,48.6
SC-057,Lancaster County,43.9,50.1,51.1,62.5,73.8,75.8,80.7,78.9,77.5,66.6,48.6,47.7
SC-059,Laurens County,44.4,49.8,51.8,63,73.7,75.6,80.5,78.8,77.7,66.9,49.2,47.9
SC-061,Lee County,46.4,52.5,53.3,64.2,75.9,77.9,82,80.6,78.4,68.2,50.4,49.6
SC-063,Lexington County,46.4,52.5,54.5,64.9,76.3,77.1,81.8,81,79.5,68.7,50.6,49.9
SC-065,McCormick County,45.7,52,53.8,63.8,75.4,76.6,81.4,80.2,78.1,68,50.5,49.5
SC-067,Marion County,47.8,53.7,54.6,64.9,76,79,82.3,80.7,77.9,68.8,51.5,51.2
SC-069,Marlboro County,46.5,52,53,64.8,75.9,78.8,82.8,80.7,78.4,68.5,50.2,49.6
SC-071,Newberry County,44.9,50.6,52.7,63.5,74.8,76.3,81.3,79.8,78,67.4,49.4,48.4
SC-073,Oconee County,42,49,49.7,60.6,71.4,73.2,78.1,77.1,76,64.2,48.3,47
SC-075,Orangeburg County,48.5,54.8,56.3,65.2,76.6,77.8,82.1,81.5,79.3,69.8,51.7,51.6
SC-077,Pickens County,43,50,50.6,61.4,72.1,73.9,78.6,77.5,76.9,65.6,49.2,48
SC-079,Richland County,46.3,52.6,54.4,64.5,76.2,77.3,82.1,81.1,79.6,68.8,50.7,50
SC-081,Saluda County,45.7,51.6,53.7,63.8,75.4,76.4,81.5,80.3,78.1,67.6,50,49.1
SC-083,Spartanburg County,43.3,49.6,50.8,62.3,73,75.1,79.8,78.1,77.4,66,48.8,47
SC-085,Sumter County,46.9,53.3,54.1,64.4,76,77.6,81.8,80.8,78.6,68.4,50.8,50.2
SC-087,Union County,43.7,49.4,50.8,62.4,73.4,75.4,80.4,78.6,77.2,66.2,48.3,46.9
SC-089,Williamsburg County,48.8,54.6,55.5,64.8,76,78,81.9,81.1,77.8,69,52.1,51.7
SC-091,York County,43.1,49.5,50.3,62.2,72.8,75.3,80.2,78.4,77.2,66.3,47.9,47.1
SD-003,Aurora County,16.1,8,27,45.2,52.4,68.2,74,68.2,64.8,41.6,32.2,23
SD-005,Beadle County,12.6,4.6,24.3,44.3,52.8,68.2,73.5,68.3,64.4,41.4,31,21.2
SD-007,Bennett County,25.9,12,27.9,45.5,49.4,65.8,71.7,69.3,63.8,39.5,33.2,28.5
SD-009,Bon Homme County,19.9,12.1,29.8,46.9,54.2,69.8,75.4,70.4,67.2,44.9,33.5,25.8
SD-011,Brookings County,10.9,4.6,23.5,42.8,51.5,66.8,71.4,66.5,62.9,41.8,28.2,20.3
SD-013,Brown County,9,0.9,20.9,43,52.1,67.9,72.8,67.4,62,39.6,28.4,17.1
SD-015,Brule County,18.1,9,27.5,45.8,53,68.7,74.6,68.8,65.8,42.1,33.6,24.2
SD-017,Buffalo County,16.2,6.3,24.6,44.4,51.4,67.3,73.3,68,64,41.5,31.7,22.9
SD-019,Butte County,23.9,5.2,25.7,44.3,47.6,63.6,69.8,67.9,61.5,38.4,31.5,26.5
SD-021,Campbell County,12.6,-0.6,19.6,41.8,49.8,66.1,71.4,66.3,60.5,38.5,28.4,17.9
SD-023,Charles Mix County,19.9,11.6,29.5,46.9,54,69.7,75.7,70.4,67.3,43.7,34,25.4
SD-025,Clark County,9.5,3.1,22.7,42.4,51.6,67,71.6,66.8,62.5,40.5,28.6,18.7
SD-027,Clay County,18.9,11.8,29.7,47.3,54.5,69.7,74.9,69.9,67.1,45,32.7,25
SD-029,Codington County,8,2.6,22,41.6,50.8,66.1,70.3,65.6,61.5,40,27.7,17.8
SD-031,Corson County,15.5,0.5,21.9,42.9,49.5,65.6,71.2,66.8,60.4,38,28.9,19.6
SD-033,Custer County,26.9,12.7,28.4,43.4,46.3,61.9,69.3,67.3,61.2,38,32.5,30.4
SD-035,Davison County,15,7.3,26.4,45,52.4,68.5,74.2,68.5,64.8,42.2,31.6,22.5
SD-037,Day County,6.7,0.8,20.6,41.4,50.7,66.5,70.8,65.9,61,39.4,27,16.7
SD-039,Deuel County,9,3.4,23,41.8,50.3,66,70.1,65.6,62.1,41.4,28,19
SD-041,Dewey County,17,2.4,23.1,43.8,50.6,66.6,72.4,68,62.4,39.5,30.6,21.1
SD-043,Douglas County,17.8,9.7,28.2,45.8,53.2,69,74.9,69.4,66,42.9,32.9,24
SD-045,Edmunds County,11.1,0.4,20.8,42.1,50.2,66.8,72,66.6,61,38.7,28.4,17.5
SD-047,Fall River County,26.5,13.3,29.1,45.9,48.1,64.4,71.7,70.3,63.6,39.6,33.1,29
SD-049,Faulk County,11.9,1,21.5,42.9,50.4,67.1,72.3,67.1,61.3,38.9,29.1,18.5
SD-051,Grant County,8.5,3.3,23,42.7,51.9,67.2,71.5,66.6,62.5,41.6,28.6,18.2
SD-053,Gregory County,20.8,11.9,28.9,46.7,53.2,69,75.1,70.2,67,43.1,34.4,26.1
SD-055,Haakon County,21.3,6.6,25.9,44.9,50.4,65.9,72.2,69.5,63.8,40.1,32.2,24.7
SD-057,Hamlin County,9.6,3.7,23.2,42,51,66.3,70.7,66,62.2,40.6,28.4,19.1
SD-059,Hand County,13.5,3.1,22.4,43.5,50.7,67,72.7,67.6,62.8,40.1,30,21.1
SD-061,Hanson County,14.7,7,26.2,44.7,52.6,68.6,74.2,68.7,64.9,42.6,31.3,21.9
SD-063,Harding County,22.9,3.7,23.3,44.2,47.8,62.9,70.2,67.8,60.8,38.1,31,25.6
SD-065,Hughes County,17.5,4.8,23.9,44.5,51.5,67.2,73.2,68.6,64.3,41.8,31.7,22.6
SD-067,Hutchinson County,17.5,10.1,28.4,45.9,53.6,69.5,75,69.9,66.6,44,32.7,23.8
SD-069,Hyde County,14.2,2.5,21.6,42.8,50.2,66.3,72.1,67.1,62.6,40.1,30.1,20.9
SD-071,Jackson County,24.2,10.1,27.7,45.6,50.2,66.4,72.8,70.4,64.6,40.4,33.1,27.6
SD-073,Jerauld County,14.2,5.8,24.7,44.1,51.1,67.1,72.7,67.2,63.4,40.7,30.9,22
SD-075,Jones County,20.6,7.8,26.1,45.5,50.7,67.5,73.5,70,64.7,40.9,32.9,25.6
SD-077,Kingsbury County,11.8,4.8,24.3,42.9,52,67.1,72.1,66.9,63.2,41.2,29.6,20.5
SD-079,Lake County,13.2,6.2,25.1,43.9,52.3,67.6,72.5,67.3,64,42.4,29.4,21.1
SD-081,Lawrence County,26.4,7.5,26,39.5,42.4,58.3,64.3,62.4,57,34.4,29.7,28.3
SD-083,Lincoln County,17,10.2,28.6,46.2,54,69.3,74.4,69.4,66.1,44.5,31.4,23.3
SD-085,Lyman County,19.2,8.3,26,45.8,52.2,68.1,74.2,69.4,65.5,42.3,33.4,24.4
SD-087,McCook County,15.8,8.2,27.3,45.4,53.2,68.8,74,68.9,65.6,43.2,31.4,22.1
SD-089,McPherson County,9.9,-1.1,19,40.9,49.2,65.6,71,65.6,59.9,37.8,27.2,16.6
SD-091,Marshall County,6.1,-0.6,19.9,41.1,50,65.9,70.9,65.8,60.7,38.9,26.6,16.2
SD-093,Meade County,23.2,6.8,26.8,44.5,47.9,64.3,71,68.4,62.7,38.9,32.1,26
SD-095,Mellette County,22.8,10.6,27.4,45.9,51.2,67.8,73.9,70.7,65.4,41.2,33.8,27.7
SD-097,Miner County,13,5.6,25.1,44.2,52.4,68,73.2,67.6,64,41.9,30.6,21.2
SD-099,Minnehaha County,15.6,9.3,28.1,45.9,54,69.4,73.8,68.8,65.9,44.2,31.1,22.8
SD-101,Moody County,12.6,6.1,25,44.2,52.4,67.9,72.4,67.3,64,43,29,21.2
SD-102,Oglala Lakota County,27.4,13.7,29,46.6,49.3,65.6,72.5,70.7,64.2,40.1,34.4,29.3
SD-103,Pennington County,25,9.5,27.7,43.9,47.1,62.9,69.9,67.6,61.7,38.4,32.2,28
SD-105,Perkins County,18.6,1.7,22.9,43.4,48.1,63.8,70.2,66.6,60.6,37.7,29.7,22.5
SD-107,Potter County,14.4,2,22.2,42.8,50.1,66.5,71.8,67,61.3,39.2,29.3,19.4
SD-109,Roberts County,7.5,2.1,22.4,42.9,52.1,67,71.5,66.5,62,41.1,28.4,17.4
SD-111,Sanborn County,13,5.7,24.9,44.9,52.5,68.3,73.7,67.9,64.2,41.7,31.2,21.7
SD-115,Spink County,11,2.6,22.6,43.8,52.4,68.3,73.3,68.2,63.3,40.7,30,19.4
SD-117,Stanley County,19.5,5.4,25.3,45.4,51.1,67.1,73,69.3,64.4,41.1,32.1,23.5
SD-119,Sully County,16.4,3.3,23.2,43.6,51.1,66.9,72.5,68.1,63.3,40.5,30.9,21.2
SD-121,Todd County,24,12,27.6,45.6,50.7,67,72.9,70,65,40.8,33.7,28
SD-123,Tripp County,21.8,12,28.3,46.7,52.7,68.3,74.7,70.4,66.3,42.5,34.6,26.9
SD-125,Turner County,17.5,10.4,28.8,46.4,54,69.5,74.7,69.8,66.6,44.4,32.2,23.7
SD-127,Union County,19,11.9,29.9,47.4,54.9,69.8,74.7,69.9,67.4,45,32.3,24.8
SD-129,Walworth County,13.8,0.9,21,42.1,50,66.3,71.8,66.8,61,39,28.8,19
SD-135,Yankton County,19.1,11.7,29.8,46.9,54.2,69.7,75,70,67.2,45,33.2,25.2
SD-137,Ziebach County,18.8,3.5,24.3,44.5,49.9,65.8,71.8,68.4,63,39.4,31.3,22.7
TN-001,Anderson County,38.8,45.6,46.7,59.6,69.9,71.9,77.1,76.2,75.9,61.9,44.3,44.6
TN-003,Bedford County,39.7,48.5,47.4,59.7,70.2,74.3,78.2,77.5,77.1,62.4,45.4,47.1
TN-005,Benton County,39.9,46.2,47.1,59.3,70.1,74.6,78.8,78.3,77.8,61.6,43.8,45.2
TN-007,Bledsoe County,38.9,46.3,46.4,59,69.2,71.8,76.1,75.4,74.6,61.7,45,44.9
TN-009,Blount County,40,46.8,47.4,59.7,70.2,71.6,76.6,76,75.8,62.4,45.1,45.8
TN-011,Bradley County,41.4,48.6,49.3,61.1,71.8,74.6,79,78.7,77.9,64.4,46.8,46.7
TN-013,Campbell County,37,44.1,44.7,57.4,67.7,69.8,74.8,73.5,73.2,60.1,42.1,43
TN-015,Cannon County,40.1,47.3,46.7,59,70.3,73.1,77.7,76.4,76.3,62.6,44.2,45.7
TN-017,Carroll County,39.9,46.2,46.8,59.2,70.5,74.7,78.7,77.9,77.5,61.2,43.7,44.6
TN-019,Carter County,35.9,43.7,42.9,55,65.7,67.3,72.2,71.1,70.5,59.1,41.8,41.8
TN-021,Cheatham County,38.9,47.3,46.1,59.5,70.5,74.8,79.3,78.1,77.8,62.1,43.3,45
TN-023,Chester County,40.5,47.5,47.9,60.2,71.4,75.4,79.3,78.6,78,61,44.7,45.7
TN-025,Claiborne County,36.1,43.5,44.1,56.5,67,69.3,74.5,73.3,72.5,59.8,41.6,42.2
TN-027,Clay County,39,46.5,46.2,59.2,69.7,72.9,78,76.4,75.8,61.2,44.1,45.3
TN-029,Cocke County,39.2,47.5,47,59.5,69.9,71.6,76.4,75.5,75.4,62.5,44.9,44.8
TN-031,Coffee County,39.5,47.4,46.6,58.6,69.2,72.6,76.8,75.9,75.5,61.6,44.5,46.1
TN-033,Crockett County,40,46.7,47.3,60.4,71.6,75.8,79.2,78.6,78.2,61.1,44.8,44.9
TN-035,Cumberland County,37.4,44.9,44.4,57.4,67.1,69.9,74.5,73.1,72.5,59.3,42.8,43.5
TN-037,Davidson County,39.6,47.7,47.1,59.8,71.1,75.2,79.7,78.7,78.2,62.7,44.2,46.2
TN-039,Decatur County,40.8,47.7,48.2,59.9,70.7,75.1,79.1,78.7,78.5,61.8,45.1,46.8
TN-041,DeKalb County,39.8,47.4,46.7,59.2,70.4,73.4,78.1,76.8,76,62.2,44.1,45.2
TN-043,Dickson County,38.3,46.7,45.6,58.9,69.6,74,78.2,77.2,77,60.9,42.8,44.5
TN-045,Dyer County,39,45,47.3,60.2,71.3,76,78.9,78.5,78.3,61.1,44.3,44
TN-047,Fayette County,41.1,48.2,49,61,72.6,76,79.6,79.6,78.7,62.3,45.2,46
TN-049,Fentress County,37.3,45.9,45.4,58.5,68.2,71.2,76.2,74.8,73.7,60.6,43.4,43.7
TN-051,Franklin County,39.2,47.8,47.6,59.4,69.3,72.9,76.9,76.3,75.8,62.2,45,46.6
TN-053,Gibson County,39.7,46,46.6,59.6,71.2,75.3,78.8,78,77.7,60.9,43.8,44.5
TN-055,Giles County,40.1,48.6,47.9,59.2,70.2,74.3,78.3,77.2,77.2,62.2,44.9,46.7
TN-057,Grainger County,37.9,45.4,45.9,58.3,69.1,71.1,76.4,75.4,75,61.7,43.2,43.8
TN-059,Greene County,38.9,46.5,46.8,59.2,70.1,71.6,76.4,75.4,75.2,62.5,44.3,44.6
TN-061,Grundy County,38.1,46.3,45.6,57.6,67.8,70.3,74.7,73.8,73.4,60.4,44.1,44.8
TN-063,Hamblen County,39,46.5,47.1,59.4,70.2,72,77.1,76.3,76.4,62.8,44,44.6
TN-065,Hamilton County,41,48.6,49,61,71.6,74.4,78.7,78.4,77.8,64.2,47.2,47
TN-067,Hancock County,37.2,44.3,45.2,57.2,67.9,69.7,74.8,73.8,73.3,60.7,42.4,42.9
TN-069,Hardeman County,40.9,47.7,48.4,60.6,72,75.7,79.6,79,78.2,61.6,44.7,45.8
TN-071,Hardin County,41.2,48.3,48.6,60.4,71.4,75.2,79.5,78.8,78.1,61.6,45.1,46.7
TN-073,Hawkins County,38.7,45.8,46.6,58.8,69.5,71,76,75.1,74.9,61.9,43.7,44.2
TN-075,Haywood County,40.7,47.3,48.1,61,72,76.1,79.4,79.2,78.6,61.6,45.1,45.2
TN-077,Henderson County,40.5,47.2,47.6,59.7,70.8,75,78.9,78.3,77.9,61.1,44.6,45.8
TN-079,Henry County,38.4,44.6,45.8,58.6,70.2,74.6,78.8,78,77.4,61,42.4,43.8
TN-081,Hickman County,39.2,47.1,46.7,58.9,69.8,74,78,77.3,77.4,61.1,43.6,45.4
TN-083,Houston County,38.5,45.9,45.9,59.1,69.8,74.3,78.6,77.8,77,60.9,43,44.7
TN-085,Humphreys County,39.3,46.4,46.6,59.1,69.7,74.2,78.4,77.8,77.4,61,43.5,45.2
TN-087,Jackson County,39.3,46.9,46.5,59.3,70,73.3,78,76.8,75.8,61.8,44.1,45.2
TN-089,Jefferson County,39.8,47.4,47.4,60.1,71,72.8,78.1,77.3,77,63.3,44.8,45.4
TN-091,Johnson County,33.9,42.1,41.7,53.5,64,65.5,70,69.6,68.4,57.9,40.5,40.4
TN-093,Knox County,40,46.5,47.6,60.2,71,72.8,78.2,77.4,76.9,62.9,45.1,45.7
TN-095,Lake County,38.2,44,46.6,59.4,70.7,75.5,78.4,78,78,61.4,43.2,42.8
TN-097,Lauderdale County,40.1,46.3,48.7,61.3,72,76.6,79.5,79.5,79.2,61.4,45.5,45.2
TN-099,Lawrence County,40.3,48.6,48,59.4,70.5,74.2,78.7,77.5,77.4,61.9,45,47.2
TN-101,Lewis County,39.9,47.7,47.5,58.8,69.9,73.7,78.2,77.2,77.4,61.5,44.2,46.3
TN-103,Lincoln County,40.2,48.8,48.2,60.1,70.2,74.4,77.8,77.1,76.9,62.4,45.4,47
TN-105,Loudon County,40.5,47.1,48.4,60.8,71.6,73.4,78.8,77.7,76.9,63.3,45.8,46.5
TN-107,McMinn County,41.1,48.2,48.7,60.7,71.7,74.4,79.2,78.4,77.3,64.3,46,46.8
TN-109,McNairy County,40.5,47.5,48,60.4,71.6,75.5,79.6,78.8,78.1,61.2,44.6,45.6
TN-111,Macon County,38.2,45.8,45.3,58.2,69.6,73.2,77.7,76.4,75.4,61,42.1,43.8
TN-113,Madison County,40.4,47.3,47.6,60.3,71.4,75.6,79.3,78.6,78,61,44.9,45.6
TN-115,Marion County,39.7,47.8,47.7,59.5,69.6,72.2,76.5,75.9,75.5,62.6,45.9,46.5
TN-117,Marshall County,39.9,48.3,47.3,59.4,70,74.5,78.1,77.3,77.1,62.1,45,46.6
TN-119,Maury County,40,47.8,47.3,59.1,70.4,74.3,78.5,77.4,77.4,62,43.9,45.5
TN-121,Meigs County,40.9,48.2,48.6,60.8,71.5,74.4,79,78.2,77.2,64.1,46,46.8
TN-123,Monroe County,40.3,46.8,47.8,59.6,70.3,72.2,77,76.2,75.6,62.8,45.2,45.9
TN-125,Montgomery County,38.6,46.7,46.4,60.2,70.3,74.7,79.1,78.1,77.6,61.3,44,45
TN-127,Moore County,39.6,48.4,47.6,59.7,69.7,73.8,77.4,76.9,76.6,62.1,45.2,46.9
TN-129,Morgan County,38,45.6,45.8,58.7,68.7,71.2,76.2,75,74.2,60.8,43.6,44
TN-131,Obion County,38.1,43.8,45.5,58.6,70.5,74.8,78.1,77.3,77.2,60.9,42.2,42.9
TN-133,Overton County,38.6,46.4,45.9,59.2,69,72,77,75.4,74.8,60.8,44.2,45.1
TN-135,Perry County,40.2,47.3,47.8,59.3,69.9,74.6,78.5,78.2,78.3,61.6,45,46.9
TN-137,Pickett County,38.3,46.6,46.4,59.5,69.5,72.6,77.7,76.3,75.2,61.5,44.2,44.8
TN-139,Polk County,40.8,47.7,48.5,60,70.6,72.9,77.3,76.8,76.1,63.5,45.9,46
TN-141,Putnam County,38.8,46.6,45.8,59.1,69.2,72.3,76.9,75.5,74.7,61,43.9,44.8
TN-143,Rhea County,39.8,47.2,47.4,59.9,70.3,73,77.5,76.8,75.9,63.1,45.4,45.9
TN-145,Roane County,40.1,47,48,60.6,71.2,73.5,78.6,77.4,76.6,62.9,45.3,46.1
TN-147,Robertson County,38.2,46.1,45.7,59.1,70.7,74.2,79,77.5,77,61.2,42.7,44.8
TN-149,Rutherford County,40.3,47.8,47.3,59.9,70.9,74.7,79,78,77.6,62.9,44.5,46.8
TN-151,Scott County,36.9,44.5,45,57.7,68,70.7,75.2,73.9,73.1,60,42.1,42.9
TN-153,Sequatchie County,38.9,46.7,46.5,58.9,69.2,71.6,75.8,75.2,74.7,61.8,45.3,45.2
TN-155,Sevier County,38.4,46.2,45.7,57.6,68.4,69.8,74.7,74.2,73.8,61.2,43.8,43.8
TN-157,Shelby County,41.1,48.1,49.7,61.7,73.1,76.8,80.4,80.6,80.6,63,46.2,46.7
TN-159,Smith County,39.5,47,46.6,59,70.3,73.7,78.2,77.2,76,62.4,43.5,44.7
TN-161,Stewart County,37.9,45,45.3,59,69.9,74.7,78.9,78,77,60.9,42.8,44.4
TN-163,Sullivan County,38.2,45.5,45.6,58.3,68.4,70.2,75.1,74.3,73.8,61.5,43.4,43.6
TN-165,Sumner County,38.8,46.4,46,58.6,70.4,73.9,78.7,77.5,76.6,61.5,42.6,44.7
TN-167,Tipton County,40.7,47.1,49.1,61.6,72.7,76.6,79.9,80,79.6,62.4,45.6,45.8
TN-169,Trousdale County,39.4,46.8,46.6,58.9,70.3,74,78.6,77.6,76.6,62.3,43.2,44.6
TN-171,Unicoi County,35.5,42.7,42.4,54.7,65.8,67.1,71.8,70.5,70.4,59,41.4,41.6
TN-173,Union County,37.9,45,45.7,58.2,68.7,70.9,76.2,75.1,74.6,61.2,43,43.8
TN-175,Van Buren County,38.7,46.4,46,58.7,68.9,71.6,75.8,74.8,74.1,60.8,44.2,44.5
TN-177,Warren County,39.8,47.4,46.7,59.1,69.8,72.8,77.1,76,75.4,61.8,44.7,45.8
TN-179,Washington County,38.5,45.8,45.7,58.4,69.1,70.8,75.7,74.5,74.3,61.8,43.7,44.1
TN-181,Wayne County,41,48.5,48.3,59.8,70.5,74.2,78.7,78,77.4,61.9,45,47.1
TN-183,Weakley County,39,44.9,45.8,58.6,70.4,74.8,78.6,77.6,77.5,60.8,42.5,43.6
TN-185,White County,39.2,46.8,46.2,59.1,69.4,72.3,76.9,75.6,74.7,60.9,44,44.8
TN-187,Williamson County,39.5,47.3,46.7,59.2,70.2,74.5,78.6,77.7,77.4,62.2,43.7,45.5
TN-189,Wilson County,39.8,47.2,47,59.2,70.5,74.2,78.8,77.9,77.1,62.6,43.8,45.6
TX-001,Anderson County,46.9,53.2,56,64.3,74.4,78.3,82,85.3,82.5,65.1,52.9,51
TX-003,Andrews County,44.2,48.8,51.8,64.1,69.6,77.8,81.5,85.4,78.7,61.5,50.6,47.8
TX-005,Angelina County,48.2,53.8,56.7,64.4,75.2,79,81.8,84.4,81.8,67.9,55.3,52.6
TX-007,Aransas County,55.9,60.2,62.4,70.1,78.8,83.4,84.1,86,84.8,74.6,61.9,58.9
TX-009,Archer County,43.4,47,51.5,63.6,70.6,78.1,82.7,86.8,82.5,62.4,49.8,47.8
TX-011,Armstrong County,40.2,41.6,47.2,59.3,64.3,74.4,81.3,83.4,77.6,54.1,45.1,43
TX-013,Atascosa County,53.2,58.6,62.8,68.6,78.1,83.2,84.6,88.5,85,71.5,58.2,56.8
TX-015,Austin County,51.5,57.6,60.7,68.2,77.6,81.9,84.2,87.1,83.8,70.4,57.4,55.9
TX-017,Bailey County,39.5,42.8,47.2,57.6,63.7,73.6,78.8,80.2,74.4,54,44.4,42.6
TX-019,Bandera County,50.1,56.2,58.7,66.1,74.3,79.2,81.6,85.7,82.6,67.8,54.8,53
TX-021,Bastrop County,50.8,56.3,59.3,67.1,76.1,81.2,84.3,87.8,84.8,69.6,56.7,53.9
TX-023,Baylor County,44.1,46.6,51.2,63.4,70.3,78,83.3,87.4,83,62.5,49,48
TX-025,Bee County,54.2,59.8,62.9,68.8,78.4,83.6,84.4,87.7,84,73.4,59.7,58.2
TX-027,Bell County,48.2,53.3,56.5,65.6,73.9,80.2,83.6,86.9,84.5,67.4,54.6,51.8
TX-029,Bexar County,51.9,57.4,60.5,67.7,76.5,81.4,83.8,87.7,84.8,70.5,57.6,55.3
TX-031,Blanco County,49.3,54.4,57.2,65.7,73.7,79.6,82,86.2,82.8,68.1,55,52.4
TX-033,Borden County,44.5,48.3,50.5,63.3,69.1,77.5,83.1,86.1,79.6,61.7,49.2,47.1
TX-035,Bosque County,46.2,51.4,54.3,64.3,73.2,78.8,83.2,86.1,84.2,65.3,53,49.6
TX-037,Bowie County,44.1,49.5,53.4,62.6,72.4,77.1,80.3,83.7,82.3,63.7,50,48.2
TX-039,Brazoria County,54.7,60.9,62.4,69.2,78.2,82.4,84.4,85.5,83.3,72.8,61,58.3
TX-041,Brazos County,49.4,54.7,58.5,67,75.8,80.3,83.4,86.8,83.1,69.1,54.7,53.2
TX-043,Brewster County,47.9,54.4,59.1,66.6,74.8,79.3,81.3,84.8,78.9,66.3,55.7,51.1
TX-045,Briscoe County,41,42.7,48.3,60.3,65.9,76,81.9,84.4,78.5,55.8,45.8,44.1
TX-047,Brooks County,58,63.8,66.8,72.6,82.1,86.7,87.2,89.7,85,77,64,62.1
TX-049,Brown County,46.6,51.4,53.8,64.3,70.8,77.8,82.5,86.5,82.7,64.6,52.6,50.5
TX-051,Burleson County,49.8,55.5,59.1,67.2,76,80.5,83.7,87,83.8,69.4,55.2,54.2
TX-053,Burnet County,48.3,53.5,56.7,66.3,73.8,80.2,83.4,87,83.4,67.2,53.7,51.2
TX-055,Caldwell County,50.7,56,59.5,67.7,76.4,81.4,84.6,88,85.1,69.7,57,53.8
TX-057,Calhoun County,55.8,60.7,63.7,70.6,79.2,83.8,85.1,87,85.4,74.6,61.8,59.1
TX-059,Callahan County,45.1,49.8,52.6,64.4,70,76.6,81.3,85.6,81.7,63.1,50.8,49.1
TX-061,Cameron County,61.2,66.2,68.1,74.1,83.2,86.2,86.5,89,84.6,77.3,67,64.3
TX-063,Camp County,44.5,50.1,53.6,63.2,72.1,77.6,81.2,84.8,82.4,64.3,51.3,49.3
TX-065,Carson County,39.3,39.8,45.9,58.2,62.6,72.9,80.3,82,76.9,52.7,44.4,42.2
TX-067,Cass County,45.1,50.3,54.1,63,72.9,77.5,80.4,84.1,82.1,64.4,50.7,49.1
TX-069,Castro County,38.7,41.5,45.9,57.2,63.2,73.2,78.8,80.9,74.8,52.5,43,41.6
TX-071,Chambers County,53,59.5,61.2,67.2,77,81.4,83.1,84.9,83.5,72.2,59.2,57.1
TX-073,Cherokee County,47.1,52.8,55.5,64.1,74.3,78.1,81.4,84.7,81.9,65.6,53.5,51.8
TX-075,Childress County,42.3,42.9,49.7,61.6,68,78.1,83.6,86.2,81.2,58.6,47.4,45.4
TX-077,Clay County,42.4,47.2,51.4,63.5,70.7,77.9,82.4,86.1,82.3,62.4,50,47.3
TX-079,Cochran County,40.7,44,48,58.5,65,74.2,78.8,80.8,74.8,55.5,45.1,43.9
TX-081,Coke County,45.6,51.1,53.7,65.1,70.8,78.9,82.9,87,81.7,63.5,52,49.9
